AB00025|00|1|AA|11|2020/10/14|2020/10/14|||9901|1100009001|1|1000000000000000|A009001110000002|1|2|3|24|2021/10/14|2019/10/14|VND|220000000000|0|0|0||0|0||2|220000000000|0|0|0|2020/10/14|0|0|0|0|0||0|0|||||||||||0|B|2020/10/14|9901||||||0|3|5|1.2|0.0789|0|4|1|3|9901||10:00:00|AB123456|||03|AB123456|2020/10/14|10:00:00|AB123456|2020/10/14|10:00:00
AB00025|00|2|BB|11|2020/10/14|2020/10/14|||9901|1100009001|1|1000000000000000|A009001110000002|1|2|1|0|2021/10/14|2019/10/14|VND|220000000000|0|0|0||0|0||2|220000000000|0|0|0|2020/10/14|0|0|0|0|0||0|0|||||||||||0|B|2020/10/14|9901||||||0|3|5|1.2|0.0789|0|4|1|3|9901||10:00:00|AB123456|||03|AB123456|2020/10/14|10:00:00|AB123456|2020/10/14|10:00:00
AB00025|00|3|AA|11|2020/10/14|2020/10/14|||9901|1100009001|1|1000000000000000|A009001110000002|1|2|1|0|2021/10/14|2019/10/14|VND|220000000000|0|0|0||0|0||2|220000000000|0|0|0|2020/10/14|0|0|0|0|0||0|0|||||||||||0|B|2020/10/14|9901||||||0|3|5|1.2|0.0789|0|4|1|3|9901||10:00:00|AB123456|||03|AB123456|2020/10/14|10:00:00|AB123456|2020/10/14|10:00:00
AB00025|00|4|BB|11|2020/10/14|2020/10/14|||9901|1100009001|1|1000000000000000|A009001110000002|1|2|1|0|2021/10/14|2019/10/14|VND|220000000000|0|0|0||0|0||2|220000000000|0|0|0|2020/10/14|0|0|0|0|0||0|0|||||||||||0|B|2020/10/14|9901||||||0|3|5|1.2|0.0789|0|4|1|3|9901||10:00:00|AB123456|||03|AB123456|2020/10/14|10:00:00|AB123456|2020/10/14|10:00:00
AB00015|00|5|AA|11|2020/10/14|2020/10/14|2020/10/14||9901|1100009001|1|1000000000000000|A009001120000034|1|2|3|36|2021/10/14|2019/10/14|USD|5000000|0|0|0||0|0||3|5000000|0|0|0|2020/10/14|0|0|0|0|0||0|0||1. Corporate guarantee from NH Financial Group(Korea)2. Kyunggi of new Branch and maintain and equipment in the new system3. Insurance of the new system and maintain and equipment in the new system|||||||||0|B|2020/10/14|9901||||||0|2|5|1.1|0.0789|0|4|1|3|9901||10:00:00|AB123456|||03|AB123456|2020/10/14|10:00:00|AB123456|2020/10/14|10:00:00
AB00015|00|6|BB|11|2020/10/14|2020/10/14|2020/10/14||9901|1100009001|1|1000000000000000|A009001120000034|1|2|1|0|2021/10/14|2019/10/14|USD|5000000000|0|0|0||0|0||3|5000000|0|0|0|2020/10/14|0|0|0|0|0||0|0||1. Corporate guarantee from NH Financial Group(Korea)2. Kyunggi of new Branch and maintain and equipment in the new system3. Insurance of the new system and maintain and equipment in the new system|||||||||0|B|2020/10/14|9901||||||0|2|5|1.1|0.0789|0|4|1|3|9901||10:00:00|AB123456|||03|AB123456|2020/10/14|10:00:00|AB123456|2020/10/14|10:00:00
AB10025|00|7|AA|11|2020/10/14|2020/10/14|||9901|1000009001|1|1000000000000000|A009001110000002|1|2|3|24|2021/10/14|2019/10/14|VND|220000000000|0|0|0||0|0||2|220000000000|0|0|0|2020/10/14|0|0|0|0|0||0|0|||||||||||0|B|2020/10/14|9901||||||0|3|5|1.2|0.0789|0|4|1|3|9901||10:00:00|AB123456|||03|AB123456|2020/10/14|10:00:00|AB123456|2020/10/14|10:00:00
AB10025|00|8|BB|11|2020/10/14|2020/10/14|||9901|1000009001|1|1000000000000000|A009001110000002|1|2|1|0|2021/10/14|2019/10/14|VND|220000000000|0|0|0||0|0||2|220000000000|0|0|0|2020/10/14|0|0|0|0|0||0|0|||||||||||0|B|2020/10/14|9901||||||0|3|5|1.2|0.0789|0|4|1|3|9901||10:00:00|AB123456|||03|AB123456|2020/10/14|10:00:00|AB123456|2020/10/14|10:00:00
AB10025|00|9|AA|11|2020/10/14|2020/10/14|||9901|1000009001|1|1000000000000000|A009001110000002|1|2|1|0|2021/10/14|2019/10/14|VND|220000000000|0|0|0||0|0||2|220000000000|0|0|0|2020/10/14|0|0|0|0|0||0|0|||||||||||0|B|2020/10/14|9901||||||0|3|5|1.2|0.0789|0|4|1|3|9901||10:00:00|AB123456|||03|AB123456|2020/10/14|10:00:00|AB123456|2020/10/14|10:00:00
AB10025|00|10|BB|11|2020/10/14|2020/10/14|||9901|1000009001|1|1000000000000000|A009001110000002|1|2|1|0|2021/10/14|2019/10/14|VND|220000000000|0|0|0||0|0||2|220000000000|0|0|0|2020/10/14|0|0|0|0|0||0|0|||||||||||0|B|2020/10/14|9901||||||0|3|5|1.2|0.0789|0|4|1|3|9901||10:00:00|AB123456|||03|AB123456|2020/10/14|10:00:00|AB123456|2020/10/14|10:00:00
AB10015|00|11|AA|11|2020/10/14|2020/10/14|2020/10/14||9901|1000009001|1|1000000000000000|A009001120000034|1|2|3|36|2021/10/14|2019/10/14|USD|5000000|0|0|0||0|0||3|5000000|0|0|0|2020/10/14|0|0|0|0|0||0|0||1. Corporate guarantee from NH Financial Group(Korea)2. Kyunggi of new Branch and maintain and equipment in the new system3. Insurance of the new system and maintain and equipment in the new system|||||||||0|B|2020/10/14|9901||||||0|2|5|1.1|0.0789|0|4|1|3|9901||10:00:00|AB123456|||03|AB123456|2020/10/14|10:00:00|AB123456|2020/10/14|10:00:00
AB10015|00|12|BB|11|2020/10/14|2020/10/14|2020/10/14||9901|1000009001|1|1000000000000000|A009001120000034|1|2|1|0|2021/10/14|2019/10/14|USD|5000000000|0|0|0||0|0||3|5000000|0|0|0|2020/10/14|0|0|0|0|0||0|0||1. Corporate guarantee from NH Financial Group(Korea)2. Kyunggi of new Branch and maintain and equipment in the new system3. Insurance of the new system and maintain and equipment in the new system|||||||||0|B|2020/10/14|9901||||||0|2|5|1.1|0.0789|0|4|1|3|9901||10:00:00|AB123456|||03|AB123456|2020/10/14|10:00:00|AB123456|2020/10/14|10:00:00
A000025|00|13|AA|11|2020/10/14|2020/10/14|||9901|1000000166|1|1000000000000000|A009001110000002|1|2|3|24|2021/10/14|2019/10/14|VND|220000000000|0|0|0||0|0||2|220000000000|0|0|0|2020/10/14|0|0|0|0|0||0|0|||||||||||0|B|2020/10/14|9901||||||0|3|5|1.2|0.0789|0|4|1|3|9901||10:00:00|AB123456|||03|AB123456|2020/10/14|10:00:00|AB123456|2020/10/14|10:00:00
A000025|00|14|BB|11|2020/10/14|2020/10/14|||9901|1000000166|1|1000000000000000|A009001110000002|1|2|1|0|2021/10/14|2019/10/14|VND|220000000000|0|0|0||0|0||2|220000000000|0|0|0|2020/10/14|0|0|0|0|0||0|0|||||||||||0|B|2020/10/14|9901||||||0|3|5|1.2|0.0789|0|4|1|3|9901||10:00:00|AB123456|||03|AB123456|2020/10/14|10:00:00|AB123456|2020/10/14|10:00:00
A000025|00|15|AA|11|2020/10/14|2020/10/14|||9901|1000000166|1|1000000000000000|A009001110000002|1|2|1|0|2021/10/14|2019/10/14|VND|220000000000|0|0|0||0|0||2|220000000000|0|0|0|2020/10/14|0|0|0|0|0||0|0|||||||||||0|B|2020/10/14|9901||||||0|3|5|1.2|0.0789|0|4|1|3|9901||10:00:00|AB123456|||03|AB123456|2020/10/14|10:00:00|AB123456|2020/10/14|10:00:00
A000025|00|16|BB|11|2020/10/14|2020/10/14|||9901|1000000166|1|1000000000000000|A009001110000002|1|2|1|0|2021/10/14|2019/10/14|VND|220000000000|0|0|0||0|0||2|220000000000|0|0|0|2020/10/14|0|0|0|0|0||0|0|||||||||||0|B|2020/10/14|9901||||||0|3|5|1.2|0.0789|0|4|1|3|9901||10:00:00|AB123456|||03|AB123456|2020/10/14|10:00:00|AB123456|2020/10/14|10:00:00
A000015|00|17|AA|11|2020/10/14|2020/10/14|2020/10/14||9901|1000000110|1|1000000000000000|A009001120000034|1|2|3|36|2021/10/14|2019/10/14|USD|5000000|0|0|0||0|0||3|5000000|0|0|0|2020/10/14|0|0|0|0|0||0|0||1. Corporate guarantee from NH Financial Group(Korea)2. Kyunggi of new Branch and maintain and equipment in the new system3. Insurance of the new system and maintain and equipment in the new system|||||||||0|B|2020/10/14|9901||||||0|2|5|1.1|0.0789|0|4|1|3|9901||10:00:00|AB123456|||03|AB123456|2020/10/14|10:00:00|AB123456|2020/10/14|10:00:00
A000015|00|18|BB|11|2020/10/14|2020/10/14|2020/10/14||9901|1000000110|1|1000000000000000|A009001120000034|1|2|1|0|2021/10/14|2019/10/14|USD|5000000000|0|0|0||0|0||3|5000000|0|0|0|2020/10/14|0|0|0|0|0||0|0||1. Corporate guarantee from NH Financial Group(Korea)2. Kyunggi of new Branch and maintain and equipment in the new system3. Insurance of the new system and maintain and equipment in the new system|||||||||0|B|2020/10/14|9901||||||0|2|5|1.1|0.0789|0|4|1|3|9901||10:00:00|AB123456|||03|AB123456|2020/10/14|10:00:00|AB123456|2020/10/14|10:00:00
